orf_id	contig	orf_index	phrog_id	phrog_category	evalue	score
PC321680_1	PC321680	1	731	unknown function	7e-31	108.8
PC681512_2	PC681512	2	13530	unknown function	0.25	10.9
PC1303296_10	PC1303296	10	15614	unknown function	3.7e-20	73.6
PC925718_8	PC925718	8	NA	unannotated	NA	NA
PC305492_1	PC305492	1	7324	unknown function	0.065	14.0
PC673440_1	PC673440	1	11823	unknown function	1.2e-107	362.6
PC1359933_1	PC1359933	1	28282	unknown function	0.029	16.1
PC572125_1	PC572125	1	623	integration and excision	3.3e-19	71.3
PC160145_2	PC160145	2	4752	other	4.1e-16	60.5
PC1132454_13	PC1132454	13	31330	unknown function	0.41	12.6
PC603343_4	PC603343	4	37036	unknown function	2.6e-08	34.5
PC320077_7	PC320077	7	20062	unknown function	0.08	13.5
PC1549367_2	PC1549367	2	14943	unknown function	3.2e-36	126.6
PC929579_6	PC929579	6	NA	unannotated	NA	NA
PC479522_1	PC479522	1	6088	DNA, RNA and nucleotide metabolism	1.1e-46	161.2
PC1031401_1	PC1031401	1	18885	unknown function	1.6e-14	55.5
PC1277163_2	PC1277163	2	NA	unannotated	NA	NA
PC1578812_1	PC1578812	1	7800	moron, auxiliary metabolic gene and host takeover	4.9e-36	126.1
PC519935_1	PC519935	1	19408	unknown function	1.4e-41	144.1
PC68400_3	PC68400	3	11493	unknown function	6.6e-17	62.8
PC1221661_25	PC1221661	25	NA	unannotated	NA	NA
PC1039008_3	PC1039008	3	NA	unannotated	NA	NA
PC513946_1	PC513946	1	11681	tail	0.13	13.7
PC703131_4	PC703131	4	6418	unknown function	0.14	13.7
PC499514_1	PC499514	1	NA	unannotated	NA	NA
PC870878_1	PC870878	1	5315	unknown function	0.01	17.1
PC851820_1	PC851820	1	15843	unknown function	0.037	15.0
PC337074_1	PC337074	1	3051	unknown function	0.096	14.1
PC916350_3	PC916350	3	13502	unknown function	6.1e-99	332.1
PC637405_5	PC637405	5	31519	unknown function	0.43	12.6
PC1306457_2	PC1306457	2	12710	unknown function	6e-09	35.9
PC1241463_1	PC1241463	1	26519	unknown function	9e-86	288.0
PC1367159_2	PC1367159	2	NA	unannotated	NA	NA
PC698663_2	PC698663	2	24989	unknown function	1.3e-54	187.6
PC201942_1	PC201942	1	11157	unknown function	9.1e-23	80.3
PC1276898_6	PC1276898	6	11823	unknown function	4.8e-155	519.2
PC888799_3	PC888799	3	29461	unknown function	0.31	11.8
PC181961_5	PC181961	5	4180	unknown function	0.2	13.1
PC995188_1	PC995188	1	NA	unannotated	NA	NA
PC1551894_3	PC1551894	3	2170	moron, auxiliary metabolic gene and host takeover	8.9e-13	49.5
PC1184672_1	PC1184672	1	15845	unknown function	0.023	15.9
PC918917_2	PC918917	2	35578	unknown function	0.92	11.0
PC1513490_1	PC1513490	1	NA	unannotated	NA	NA
PC286760_2	PC286760	2	33002	unknown function	5.8e-14	52.8
PC372150_2	PC372150	2	NA	unannotated	NA	NA
PC50218_1	PC50218	1	NA	unannotated	NA	NA
PC570814_1	PC570814	1	24437	unknown function	1.7e-102	345.3
PC293927_4	PC293927	4	8446	DNA, RNA and nucleotide metabolism	0.023	15.9
PC804436_2	PC804436	2	NA	unannotated	NA	NA
PC614934_5	PC614934	5	28822	unknown function	0.071	14.9
PC523889_2	PC523889	2	48	tail	2e-53	183.6
PC153126_2	PC153126	2	9189	moron, auxiliary metabolic gene and host takeover	0.89	11.0
PC182603_2	PC182603	2	22383	unknown function	0.57	10.9
PC351851_2	PC351851	2	5611	unknown function	0.071	14.5
PC269230_7	PC269230	7	NA	unannotated	NA	NA
PC1054017_1	PC1054017	1	14937	unknown function	3e-09	38.6
PC1247958_2	PC1247958	2	7382	unknown function	0.06	14.9
PC818937_8	PC818937	8	9684	unknown function	1.3e-30	108.2
PC1163956_1	PC1163956	1	22485	unknown function	2.1e-178	595.9
PC367049_2	PC367049	2	33058	unknown function	5.4	9.0
PC1086104_3	PC1086104	3	5594	unknown function	6.2e-12	46.7
PC1052375_3	PC1052375	3	5650	unknown function	9.9e-19	68.9
PC603121_1	PC603121	1	599	moron, auxiliary metabolic gene and host takeover	1.8e-08	36.3
PC945650_2	PC945650	2	5823	transcription regulation	0.0026	18.5
PC800095_5	PC800095	5	6241	unknown function	2.3e-47	163.4
PC888380_4	PC888380	4	296	integration and excision	2.9e-19	70.7
PC699439_1	PC699439	1	2361	other	3.4e-20	73.9
PC1207593_1	PC1207593	1	547	other	0.0036	17.9
PC1276898_8	PC1276898	8	17492	unknown function	0.0072	17.1
PC1402515_2	PC1402515	2	19156	unknown function	0.33	12.5
PC531846_1	PC531846	1	10776	unknown function	3.9e-12	46.9
PC1555349_4	PC1555349	4	36362	unknown function	3.5e-88	297.2
PC614736_4	PC614736	4	NA	unannotated	NA	NA
PC268753_4	PC268753	4	3341	other	1.7e-14	55.4
PC531402_1	PC531402	1	NA	unannotated	NA	NA
PC917850_2	PC917850	2	20458	unknown function	9e-93	313.5
PC1073125_1	PC1073125	1	1687	transcription regulation	0.00098	20.6
PC1100470_1	PC1100470	1	20282	unknown function	0.098	14.2
PC698787_2	PC698787	2	11823	unknown function	2.2e-224	748.4
PC323976_1	PC323976	1	7930	other	1.9e-27	97.2
PC903522_2	PC903522	2	NA	unannotated	NA	NA
PC1100655_3	PC1100655	3	1016	unknown function	0.00077	21.4
PC1177423_7	PC1177423	7	11948	unknown function	0.067	15.0
PC1304703_1	PC1304703	1	NA	unannotated	NA	NA
PC1224599_1	PC1224599	1	NA	unannotated	NA	NA
PC1121245_8	PC1121245	8	33374	unknown function	8.8	8.1
PC1555110_9	PC1555110	9	29821	unknown function	2.1	10.1
PC238328_2	PC238328	2	NA	unannotated	NA	NA
PC439699_2	PC439699	2	NA	unannotated	NA	NA
PC157762_2	PC157762	2	NA	unannotated	NA	NA
PC1316399_1	PC1316399	1	2666	head and packaging	8.2e-08	32.8
PC959402_2	PC959402	2	12976	unknown function	0.13	12.8
PC673302_5	PC673302	5	17307	unknown function	0.025	16.4
PC788980_1	PC788980	1	33002	unknown function	2.3e-11	44.2
PC515056_1	PC515056	1	16195	unknown function	0.73	11.1
PC218020_5	PC218020	5	26305	unknown function	0.05	15.4
PC1203114_2	PC1203114	2	18883	unknown function	0.28	12.6
PC221783_2	PC221783	2	29737	unknown function	5.5e-22	79.4
PC11748_1	PC11748	1	857	unknown function	0.0021	18.9
PC242419_1	PC242419	1	125	DNA, RNA and nucleotide metabolism	8.9e-09	36.7
PC1362345_3	PC1362345	3	NA	unannotated	NA	NA
PC262454_7	PC262454	7	NA	unannotated	NA	NA
PC136326_2	PC136326	2	18609	other	6.5e-15	56.1
PC1018863_1	PC1018863	1	379	DNA, RNA and nucleotide metabolism	3.8e-25	89.5
PC573009_3	PC573009	3	392	other	0.00034	21.7
PC765478_3	PC765478	3	31723	unknown function	0.13	13.8
PC158817_2	PC158817	2	NA	unannotated	NA	NA
PC1348311_11	PC1348311	11	25253	unknown function	0.17	13.5
PC1017409_1	PC1017409	1	NA	unannotated	NA	NA
PC1468261_35	PC1468261	35	11660	tail	4.2e-30	105.8
PC715328_3	PC715328	3	22932	unknown function	0.00097	19.1
PC1035811_5	PC1035811	5	18374	unknown function	2.8e-13	51.0
PC561837_2	PC561837	2	11767	unknown function	0.018	16.8
PC1062730_2	PC1062730	2	15577	unknown function	5.5e-30	105.8
PC956349_7	PC956349	7	15045	unknown function	1.7e-30	108.1
PC611930_2	PC611930	2	9243	unknown function	1.5e-19	71.9
PC962536_2	PC962536	2	NA	unannotated	NA	NA
PC897370_2	PC897370	2	32284	unknown function	0.27	13.0
PC603343_3	PC603343	3	11275	unknown function	1.5e-18	68.4
PC1041124_2	PC1041124	2	NA	unannotated	NA	NA
PC1364962_1	PC1364962	1	NA	unannotated	NA	NA
PC1558756_5	PC1558756	5	26692	unknown function	0.019	17.1
PC275278_3	PC275278	3	24262	unknown function	1.6	10.3
PC845354_3	PC845354	3	19120	unknown function	6.4e-23	82.7
PC523561_1	PC523561	1	NA	unannotated	NA	NA
PC1127463_56	PC1127463	56	11494	head and packaging	0.064	14.6
PC472391_2	PC472391	2	731	unknown function	1.5e-11	45.5
PC289029_3	PC289029	3	20309	unknown function	0.043	15.2
PC698164_2	PC698164	2	93	DNA, RNA and nucleotide metabolism	4e-07	30.6
PC1204468_2	PC1204468	2	2392	moron, auxiliary metabolic gene and host takeover	4.2e-37	129.3
PC624218_1	PC624218	1	NA	unannotated	NA	NA
PC883683_1	PC883683	1	NA	unannotated	NA	NA
PC1397085_1	PC1397085	1	NA	unannotated	NA	NA
PC1235395_1	PC1235395	1	35037	unknown function	0.77	11.7
PC657578_11	PC657578	11	30156	unknown function	0.15	13.3
PC1054637_2	PC1054637	2	2756	head and packaging	0.14	13.4
PC1186875_7	PC1186875	7	7218	moron, auxiliary metabolic gene and host takeover	5.4e-06	27.8
PC1313795_2	PC1313795	2	761	other	0.0081	17.3
PC394493_1	PC394493	1	4716	integration and excision	3.6e-13	51.4
PC923919_2	PC923919	2	902	unknown function	0.12	14.2
PC918241_4	PC918241	4	NA	unannotated	NA	NA
PC174300_8	PC174300	8	24316	unknown function	1.2e-42	147.7
PC299327_9	PC299327	9	144	DNA, RNA and nucleotide metabolism	6.4e-07	30.7
PC548422_1	PC548422	1	NA	unannotated	NA	NA
PC434674_14	PC434674	14	3884	tail	0.19	13.1
PC1559107_2	PC1559107	2	NA	unannotated	NA	NA
PC939064_6	PC939064	6	NA	unannotated	NA	NA
PC765998_1	PC765998	1	208	unknown function	0.28	12.6
PC721908_51	PC721908	51	3311	unknown function	0.34	12.6
PC1427630_1	PC1427630	1	20961	unknown function	0.16	13.7
PC92492_1	PC92492	1	2013	tail	6.3e-35	122.5
PC880697_1	PC880697	1	19408	unknown function	6e-06	26.3
PC641865_1	PC641865	1	3736	unknown function	4.3e-23	83.7
PC574388_9	PC574388	9	31330	unknown function	0.41	12.6
PC74948_2	PC74948	2	17420	tail	7.7e-49	168.4
PC654055_5	PC654055	5	NA	unannotated	NA	NA
PC695804_1	PC695804	1	902	unknown function	0.023	16.6
PC623861_2	PC623861	2	11698	unknown function	8.3e-08	33.3
PC1012681_3	PC1012681	3	11961	unknown function	8.2e-14	53.0
PC253844_1	PC253844	1	30171	unknown function	1.1e-113	382.0
PC1300692_12	PC1300692	12	8389	unknown function	4.7e-10	41.0
PC790978_1	PC790978	1	NA	unannotated	NA	NA
PC1028071_6	PC1028071	6	4149	unknown function	0.00011	23.7
PC1499369_6	PC1499369	6	2619	unknown function	0.017	16.7
PC1000774_3	PC1000774	3	5050	unknown function	4.2	9.1
PC1432969_1	PC1432969	1	NA	unannotated	NA	NA
PC995997_2	PC995997	2	NA	unannotated	NA	NA
PC405656_2	PC405656	2	32775	unknown function	0.55	11.1
PC93599_4	PC93599	4	9314	unknown function	0.017	16.5
PC463978_1	PC463978	1	NA	unannotated	NA	NA
PC324128_9	PC324128	9	NA	unannotated	NA	NA
PC828444_1	PC828444	1	NA	unannotated	NA	NA
PC956792_4	PC956792	4	NA	unannotated	NA	NA
PC986043_2	PC986043	2	NA	unannotated	NA	NA
PC200081_3	PC200081	3	38809	unknown function	0.12	14.1
PC777885_1	PC777885	1	NA	unannotated	NA	NA
PC58970_3	PC58970	3	3431	transcription regulation	5.9e-10	40.2
PC1536303_3	PC1536303	3	2713	unknown function	5.1e-136	456.2
PC1522535_2	PC1522535	2	NA	unannotated	NA	NA
PC37808_6	PC37808	6	35619	unknown function	1e-08	35.6
PC652740_16	PC652740	16	9443	DNA, RNA and nucleotide metabolism	0.093	14.0
PC1426813_1	PC1426813	1	16154	unknown function	5.8e-12	46.8
PC1112035_1	PC1112035	1	1832	other	0.021	16.5
PC519596_37	PC519596	37	8821	lysis	0.018	16.7
PC1120419_3	PC1120419	3	17258	unknown function	0.37	12.3
PC814924_2	PC814924	2	6975	unknown function	5.8e-05	24.8
PC1147452_9	PC1147452	9	NA	unannotated	NA	NA
PC1256872_1	PC1256872	1	16578	unknown function	0.008	18.0
PC1510776_1	PC1510776	1	NA	unannotated	NA	NA
PC1293213_7	PC1293213	7	9677	unknown function	0.0009	19.9
PC46454_1	PC46454	1	5362	DNA, RNA and nucleotide metabolism	0.12	13.2
PC274034_1	PC274034	1	NA	unannotated	NA	NA
PC1245429_3	PC1245429	3	5836	unknown function	3.4e-19	69.9
PC1054206_1	PC1054206	1	37053	unknown function	0.02	16.2
PC1411472_1	PC1411472	1	619	other	5.1e-56	191.4
PC456566_3	PC456566	3	1	integration and excision	1.6e-40	141.5
PC764166_9	PC764166	9	21770	unknown function	0.16	13.5
PC141613_1	PC141613	1	789	other	1.8e-07	31.7
PC183095_7	PC183095	7	NA	unannotated	NA	NA
PC1086104_2	PC1086104	2	1211	DNA, RNA and nucleotide metabolism	4.3e-133	445.7
PC1572126_2	PC1572126	2	10664	unknown function	0.21	13.1
PC1431788_1	PC1431788	1	NA	unannotated	NA	NA
PC1439591_1	PC1439591	1	NA	unannotated	NA	NA
PC1525320_1	PC1525320	1	33510	unknown function	0.0092	17.1
PC451495_1	PC451495	1	3424	unknown function	9.5	8.0
PC313815_3	PC313815	3	1198	other	9.9e-14	53.2
PC646346_2	PC646346	2	632	moron, auxiliary metabolic gene and host takeover	0.0038	18.9
PC703131_3	PC703131	3	31178	unknown function	1.2e-97	328.5
PC1194623_1	PC1194623	1	23556	unknown function	0.025	16.0
PC1282826_3	PC1282826	3	27238	other	0.0081	16.8
PC438662_3	PC438662	3	20402	unknown function	6.3e-08	33.8
PC966577_4	PC966577	4	2034	unknown function	6.3e-30	105.6
PC691640_2	PC691640	2	8572	unknown function	0.049	14.1
PC1203164_5	PC1203164	5	20813	unknown function	2e-05	25.6
PC879445_3	PC879445	3	24700	unknown function	2.4e-06	29.3
PC144292_1	PC144292	1	21327	unknown function	3.8e-90	304.8
PC574684_1	PC574684	1	5101	unknown function	0.052	15.5
PC574801_2	PC574801	2	2640	other	5.2e-72	244.1
PC1201958_3	PC1201958	3	3008	other	0.12	13.1
PC368692_6	PC368692	6	3135	unknown function	1.2e-09	39.9
PC1429240_3	PC1429240	3	NA	unannotated	NA	NA
PC1521210_11	PC1521210	11	11671	unknown function	1.7e-07	32.9
PC1137550_4	PC1137550	4	37134	unknown function	0.022	16.5
PC1028071_3	PC1028071	3	NA	unannotated	NA	NA
PC1533626_4	PC1533626	4	8711	head and packaging	0.12	13.9
PC745827_1	PC745827	1	5879	unknown function	4.3e-29	103.0
PC90314_5	PC90314	5	10727	unknown function	1e-36	128.2
PC748394_1	PC748394	1	4402	DNA, RNA and nucleotide metabolism	5.8e-15	56.6
PC1563053_1	PC1563053	1	125	DNA, RNA and nucleotide metabolism	8.3e-59	200.7
PC1088036_2	PC1088036	2	38746	unknown function	0.45	12.1
PC1466739_2	PC1466739	2	NA	unannotated	NA	NA
PC725586_2	PC725586	2	497	moron, auxiliary metabolic gene and host takeover	0.0039	18.2
PC695079_1	PC695079	1	NA	unannotated	NA	NA
PC1364865_1	PC1364865	1	NA	unannotated	NA	NA
PC1233481_4	PC1233481	4	25624	unknown function	4.5e-16	60.6
PC766908_2	PC766908	2	NA	unannotated	NA	NA
PC1322606_2	PC1322606	2	5353	unknown function	6.5e-16	60.1
PC530402_3	PC530402	3	NA	unannotated	NA	NA
PC101785_2	PC101785	2	12710	unknown function	1.9e-87	295.7
PC112058_3	PC112058	3	6791	unknown function	9.2e-55	186.3
PC882673_1	PC882673	1	27440	unknown function	7.5e-09	37.1
PC1138571_2	PC1138571	2	857	unknown function	6.7e-49	168.9
PC657221_2	PC657221	2	14937	unknown function	0.023	16.4
PC869292_2	PC869292	2	32600	unknown function	0.081	14.6
PC368313_2	PC368313	2	34715	unknown function	0.22	11.7
PC212965_3	PC212965	3	13084	unknown function	2e-20	74.8
PC489755_1	PC489755	1	17263	unknown function	0.011	17.6
PC796035_2	PC796035	2	293	moron, auxiliary metabolic gene and host takeover	5.1e-76	258.0
PC1239299_1	PC1239299	1	NA	unannotated	NA	NA
PC521187_6	PC521187	6	1012	head and packaging	2.5e-18	67.5
PC301662_2	PC301662	2	NA	unannotated	NA	NA
PC219540_2	PC219540	2	NA	unannotated	NA	NA
PC295110_3	PC295110	3	NA	unannotated	NA	NA
PC865702_2	PC865702	2	20109	unknown function	1.3e-48	167.3
PC1280931_1	PC1280931	1	NA	unannotated	NA	NA
PC205920_30	PC205920	30	27336	unknown function	0.13	14.0
PC759059_1	PC759059	1	17452	unknown function	7.3e-160	535.4
PC944023_1	PC944023	1	3419	DNA, RNA and nucleotide metabolism	2.6e-40	140.3
PC303138_4	PC303138	4	23818	unknown function	0.15	13.4
PC784361_1	PC784361	1	5687	unknown function	6.8e-07	29.6
PC977791_4	PC977791	4	174	DNA, RNA and nucleotide metabolism	8.8e-28	99.5
PC1084359_7	PC1084359	7	3707	moron, auxiliary metabolic gene and host takeover	0.00031	22.1
PC716084_1	PC716084	1	789	other	2.1e-15	58.0
PC663431_3	PC663431	3	NA	unannotated	NA	NA
PC919826_1	PC919826	1	4085	unknown function	4.2e-05	25.2
PC1424237_2	PC1424237	2	4085	unknown function	4.9e-05	25.0
PC180563_1	PC180563	1	3369	unknown function	0.45	12.0
PC621903_2	PC621903	2	9266	unknown function	6.5e-19	69.6
PC384759_1	PC384759	1	5978	unknown function	3.8e-40	139.6
PC77355_1	PC77355	1	NA	unannotated	NA	NA
PC1453801_2	PC1453801	2	22502	other	1.3e-07	33.1
PC1130043_2	PC1130043	2	479	unknown function	4.7e-24	87.4
PC408878_1	PC408878	1	3736	unknown function	1.7e-16	62.0
PC209295_2	PC209295	2	7620	transcription regulation	2.5e-10	41.0
PC1300692_25	PC1300692	25	NA	unannotated	NA	NA
PC1486402_6	PC1486402	6	5533	unknown function	0.23	12.6
PC75608_4	PC75608	4	632	moron, auxiliary metabolic gene and host takeover	0.013	17.2
PC1328858_2	PC1328858	2	2392	moron, auxiliary metabolic gene and host takeover	2.5e-77	262.3
PC538896_28	PC538896	28	13631	unknown function	9.3e-18	66.1
PC1090123_3	PC1090123	3	2484	DNA, RNA and nucleotide metabolism	0.00095	19.3
PC585533_3	PC585533	3	NA	unannotated	NA	NA
PC1311775_4	PC1311775	4	11787	other	0.046	14.1
PC241163_4	PC241163	4	NA	unannotated	NA	NA
PC982968_1	PC982968	1	33941	unknown function	0.0022	19.4
PC471157_1	PC471157	1	NA	unannotated	NA	NA
PC906134_5	PC906134	5	NA	unannotated	NA	NA
PC215245_1	PC215245	1	1249	other	2.6e-15	58.1
PC1100332_4	PC1100332	4	8572	unknown function	6.1e-78	264.7
PC1186115_2	PC1186115	2	NA	unannotated	NA	NA
PC33586_3	PC33586	3	11698	unknown function	5.1e-06	27.4
PC55181_1	PC55181	1	2589	tail	0.0072	14.2
PC1117577_1	PC1117577	1	20785	unknown function	1.1e-68	233.4
PC426643_2	PC426643	2	9906	unknown function	2e-07	32.2
PC1363059_2	PC1363059	2	13137	tail	0.0084	16.2
PC635004_5	PC635004	5	11961	unknown function	1.9e-10	42.0
PC1002093_1	PC1002093	1	19397	unknown function	5.9e-111	373.3
PC1053620_2	PC1053620	2	36508	unknown function	0.0024	18.3
PC1017409_3	PC1017409	3	12197	unknown function	2.2e-81	275.1
PC1571354_1	PC1571354	1	540	DNA, RNA and nucleotide metabolism	1e-19	71.9
PC681409_1	PC681409	1	13642	unknown function	1.1e-13	52.2
PC955864_2	PC955864	2	1198	other	1.7e-16	62.2
PC577893_1	PC577893	1	15534	DNA, RNA and nucleotide metabolism	0.0024	19.9
PC1482409_3	PC1482409	3	4335	unknown function	1.2e-16	62.4
PC605509_1	PC605509	1	NA	unannotated	NA	NA
PC1281044_1	PC1281044	1	NA	unannotated	NA	NA
PC1225820_5	PC1225820	5	2577	integration and excision	1.6e-40	139.9
PC1217048_5	PC1217048	5	2170	moron, auxiliary metabolic gene and host takeover	2.4e-07	31.7
PC425814_1	PC425814	1	NA	unannotated	NA	NA
PC579850_4	PC579850	4	5687	unknown function	7.5e-81	274.1
PC310525_5	PC310525	5	27849	unknown function	0.0	1019.3
PC1419263_3	PC1419263	3	15334	unknown function	1.1e-25	92.1
PC1342502_1	PC1342502	1	1625	moron, auxiliary metabolic gene and host takeover	0.52	11.9
PC854090_2	PC854090	2	94	head and packaging	2.1e-48	167.7
PC226727_1	PC226727	1	33789	unknown function	0.083	14.5
PC1531310_2	PC1531310	2	NA	unannotated	NA	NA
PC245902_4	PC245902	4	NA	unannotated	NA	NA
PC1110176_1	PC1110176	1	2172	unknown function	6.1e-55	188.7
PC125831_2	PC125831	2	1249	other	1.9e-11	45.5
PC1133266_1	PC1133266	1	NA	unannotated	NA	NA
PC453967_1	PC453967	1	38633	unknown function	0.038	15.7
PC809324_2	PC809324	2	20636	unknown function	0.11	14.1
PC1127943_1	PC1127943	1	453	DNA, RNA and nucleotide metabolism	7.4e-39	135.8
PC1368063_2	PC1368063	2	1577	unknown function	2.4e-18	67.7
PC1143748_2	PC1143748	2	28622	unknown function	9.5e-15	53.0
PC74948_15	PC74948	15	69	DNA, RNA and nucleotide metabolism	2.3e-40	140.6
PC1012179_4	PC1012179	4	6652	unknown function	2.5e-05	25.8
PC1387292_3	PC1387292	3	2268	moron, auxiliary metabolic gene and host takeover	1.5e-17	65.0
PC1147133_3	PC1147133	3	8468	other	3.7e-13	51.2
PC1413801_3	PC1413801	3	5975	unknown function	0.049	14.8
PC661069_1	PC661069	1	23911	unknown function	0.066	14.8
PC12228_4	PC12228	4	15086	unknown function	3.9e-18	67.1
PC1384457_1	PC1384457	1	31318	unknown function	0.0018	19.5
PC498374_4	PC498374	4	NA	unannotated	NA	NA
PC614970_8	PC614970	8	410	unknown function	1.6e-10	42.2
PC332216_1	PC332216	1	12397	unknown function	5.1e-25	88.6
PC517103_1	PC517103	1	26606	unknown function	9.1e-11	42.8
PC363718_3	PC363718	3	1724	unknown function	0.24	11.7
PC113535_4	PC113535	4	7843	unknown function	2.4e-21	76.7
PC248168_1	PC248168	1	1880	moron, auxiliary metabolic gene and host takeover	7.6e-26	92.6
PC1109527_3	PC1109527	3	NA	unannotated	NA	NA
PC1101099_4	PC1101099	4	216	integration and excision	2.9e-07	31.4
PC249916_2	PC249916	2	13642	unknown function	2.3e-11	44.6
PC1048248_3	PC1048248	3	38572	unknown function	0.14	14.1
PC612195_1	PC612195	1	19071	unknown function	0.11	13.7
PC1122582_2	PC1122582	2	NA	unannotated	NA	NA
PC148637_1	PC148637	1	17233	unknown function	0.14	13.3
PC943881_17	PC943881	17	27336	unknown function	0.13	14.0
PC588055_5	PC588055	5	2392	moron, auxiliary metabolic gene and host takeover	4.9e-163	545.7
PC958964_3	PC958964	3	NA	unannotated	NA	NA
PC1362431_2	PC1362431	2	9266	unknown function	3.8e-34	119.7
PC769591_7	PC769591	7	4268	transcription regulation	2.2e-07	32.5
PC1244511_3	PC1244511	3	10401	other	1.3e-63	217.3
PC1582352_2	PC1582352	2	29437	unknown function	0.49	11.8
PC1338645_3	PC1338645	3	18611	unknown function	1.4e-31	110.4
PC1040254_6	PC1040254	6	15613	unknown function	0.13	13.9
PC1119070_2	PC1119070	2	3736	unknown function	1.5e-60	206.7
PC9708_3	PC9708	3	16788	unknown function	1.6e-06	29.1
PC412203_7	PC412203	7	10424	unknown function	0.11	13.9
PC22636_2	PC22636	2	731	unknown function	3.1e-11	44.5
PC1245156_1	PC1245156	1	NA	unannotated	NA	NA
PC1016574_2	PC1016574	2	NA	unannotated	NA	NA
PC1399745_4	PC1399745	4	4752	other	0.00013	22.8
PC1552641_2	PC1552641	2	NA	unannotated	NA	NA
PC921284_3	PC921284	3	8723	unknown function	5.9e-06	27.6
PC1431313_3	PC1431313	3	19870	unknown function	1.5e-25	91.7
PC579586_2	PC579586	2	865	DNA, RNA and nucleotide metabolism	0.042	15.5
PC202680_1	PC202680	1	NA	unannotated	NA	NA
PC187048_1	PC187048	1	7800	moron, auxiliary metabolic gene and host takeover	1.3e-26	94.9
PC654766_2	PC654766	2	2034	unknown function	2.2e-32	113.7
PC883524_5	PC883524	5	293	moron, auxiliary metabolic gene and host takeover	3e-68	232.3
PC1044273_4	PC1044273	4	1271	DNA, RNA and nucleotide metabolism	0.11	13.4
PC1060112_4	PC1060112	4	NA	unannotated	NA	NA
PC1538347_2	PC1538347	2	7998	unknown function	1.8e-40	140.7
PC1500312_9	PC1500312	9	17492	unknown function	1.7e-10	42.2
PC242029_3	PC242029	3	1815	other	6.2e-30	106.4
PC1295076_3	PC1295076	3	66	integration and excision	0.00061	21.1
PC940572_2	PC940572	2	27468	unknown function	0.24	12.7
PC1537425_2	PC1537425	2	1649	other	3.6e-06	27.3
PC1235758_3	PC1235758	3	1198	other	4.1e-23	83.9
PC642094_1	PC642094	1	12197	unknown function	6.9e-07	30.1
PC546622_5	PC546622	5	1	integration and excision	4.1e-42	146.8
PC1295176_15	PC1295176	15	15913	unknown function	0.011	17.8
PC1360175_2	PC1360175	2	38199	moron, auxiliary metabolic gene and host takeover	1.3e-07	33.0
PC1532217_1	PC1532217	1	34954	unknown function	0.24	13.3
PC763996_3	PC763996	3	11823	unknown function	0.00073	19.5
PC355329_7	PC355329	7	NA	unannotated	NA	NA
PC48164_2	PC48164	2	3878	unknown function	2.9	9.5
PC1297366_1	PC1297366	1	27335	unknown function	1.3e-68	232.9
PC1487999_6	PC1487999	6	7800	moron, auxiliary metabolic gene and host takeover	0.0005	20.2
PC731802_5	PC731802	5	37189	unknown function	0.69	11.3
PC1244381_5	PC1244381	5	31898	unknown function	3.1e-58	199.5
PC1030816_3	PC1030816	3	20069	unknown function	0.23	13.2
PC519008_1	PC519008	1	2846	unknown function	0.18	13.3
PC768108_1	PC768108	1	NA	unannotated	NA	NA
PC419130_4	PC419130	4	638	transcription regulation	2.2e-47	162.1
PC941831_6	PC941831	6	28983	unknown function	0.06	15.2
PC1169582_1	PC1169582	1	NA	unannotated	NA	NA
PC81905_3	PC81905	3	NA	unannotated	NA	NA
PC707446_4	PC707446	4	NA	unannotated	NA	NA
PC836930_7	PC836930	7	192	DNA, RNA and nucleotide metabolism	4.8e-06	27.6
PC834827_3	PC834827	3	1249	other	2.8e-09	38.5
PC1359300_10	PC1359300	10	16088	unknown function	1.6e-06	29.2
PC1500441_18	PC1500441	18	NA	unannotated	NA	NA
PC1096172_2	PC1096172	2	NA	unannotated	NA	NA
PC235768_3	PC235768	3	NA	unannotated	NA	NA
PC1119451_2	PC1119451	2	2392	moron, auxiliary metabolic gene and host takeover	1.3e-48	167.3
PC387010_3	PC387010	3	2983	unknown function	0.33	12.7
PC618457_2	PC618457	2	8257	unknown function	0.0028	19.0
PC1188463_2	PC1188463	2	NA	unannotated	NA	NA
PC146145_2	PC146145	2	31645	unknown function	7e-92	310.6
PC137213_6	PC137213	6	NA	unannotated	NA	NA
PC1426863_2	PC1426863	2	293	moron, auxiliary metabolic gene and host takeover	3.2e-33	116.3
PC112144_2	PC112144	2	26344	unknown function	4.4e-08	34.3
PC342390_1	PC342390	1	5223	connector	0.0049	18.4
PC1295176_22	PC1295176	22	5321	unknown function	0.28	13.2
PC359265_4	PC359265	4	NA	unannotated	NA	NA
PC528110_1	PC528110	1	9298	other	0.69	10.7
PC85080_1	PC85080	1	7630	unknown function	0.21	13.7
PC423371_2	PC423371	2	30382	unknown function	5.8e-178	591.7
PC516270_2	PC516270	2	1319	other	0.16	12.4
PC309610_3	PC309610	3	8468	other	3.4e-07	31.7
PC130131_1	PC130131	1	NA	unannotated	NA	NA
PC893154_3	PC893154	3	19116	unknown function	0.00013	23.0
PC352849_7	PC352849	7	125	DNA, RNA and nucleotide metabolism	2.1e-28	101.1
PC1151308_7	PC1151308	7	16641	tail	3.6e-23	82.6
PC605509_5	PC605509	5	38523	unknown function	0.0064	16.8
