contig,row_id,gc_content,length,predict_score,label,func_0,func_1,func_2,func_3,func_4,func_5,func_6,func_7,func_8
PC782662,8098,0.445679012345679,5670,0.0515532791663809,0,0.0,0.0,0.0,0.0,0.0,106.5,0.0,0.0,0.0
PC782770,8099,0.40431759970728137,2733,0.368850141861829,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC783096,8100,0.43281121187139326,1213,0.0628714932455863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC783132,8101,0.7639827904118008,1627,0.0067846588557514,0,0.0,0.0,149.7,0.0,0.0,0.0,0.0,0.0,0.0
PC783185,8102,0.45906113537117904,7328,0.171797995337623,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.5
PC783293,8103,0.40778923253150057,2619,0.0658981805712087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.7,0.0
PC783430,8104,0.2971086739780658,1003,0.0391289219260216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC783540,8105,0.5202020202020202,1584,0.0268756209936163,0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0
PC783609,8106,0.4726947179946285,2234,0.441818432927452,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC783728,8107,0.6201754385964913,1140,0.002142644720152,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC783763,8108,0.7428307123034228,2162,0.0004666184982645,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC783872,8109,0.5913818722139673,2019,0.118254454670831,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC783914,8110,0.4245773732119636,1538,0.0526239558453678,0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,92.4,0.0
PC784238,8111,0.39331210191082805,1256,0.0172241967079485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4
PC784264,8112,0.46625,4000,0.127198562305421,0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0
PC784361,8113,0.337615988579586,1401,0.754443309738498,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC784381,8114,0.6789606035205364,1193,1.47155515151098e-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC784411,8115,0.3413547237076649,1122,0.427664518356323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC784435,8116,0.5177257525083612,1495,0.0042794140921687,0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0
PC784812,8117,0.427022518765638,1199,0.0151396477594972,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC784882,8118,0.4284833538840937,1622,0.0460255447908336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC784885,8119,0.6390833863781031,1571,0.0270924673425798,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC784911,8120,0.4426807760141093,1134,5.89331320952624e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC785225,8121,0.4327693677649154,1123,0.0052791507914662,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC785314,8122,0.6544310435238595,1907,0.0312221937338657,0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0
PC785399,8123,0.3450520833333333,2304,0.168192481311659,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC785411,8124,0.5040569395017793,7025,0.0054042043199172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC785525,8125,0.414324569356301,1103,0.0198490098118782,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC785535,8126,0.3287281164311327,9482,0.206450308573096,0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,0.0,0.0
PC785753,8127,0.7369914853358562,1057,0.0002942605351563,0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0
PC785809,8128,0.4170471841704718,1971,0.260374400302586,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC785822,8129,0.3438914027149321,1989,0.0954303769935569,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC785855,8130,0.45971267957526546,1601,0.0099686741739334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0
PC785949,8131,0.36610169491525424,2065,0.131535038568494,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7
PC786180,8132,0.3647738209817132,2078,0.074290900977904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC786249,8133,0.47863247863247865,1287,0.0874201452537572,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC786252,8134,0.36845983787767134,4071,0.718619369239428,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC786310,8135,0.33705179282868525,1255,0.037752990109987,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5
PC786429,8136,0.3794642857142857,1792,0.290260301304183,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC786452,8137,0.3552992861065349,3642,0.369654908702637,0,0.0,0.0,0.0,0.0,0.0,234.1,0.0,0.0,0.0
PC786474,8138,0.4274611398963731,1544,0.0499199492268149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC786690,8139,0.5261871508379888,2864,0.0121232720190144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC786721,8140,0.45781309118426033,5286,0.0769259449111447,0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,581.4
PC786862,8141,0.44,3175,0.0071720991312988,0,0.0,0.0,0.0,90.8,0.0,0.0,0.0,0.0,0.0
PC787121,8142,0.5965746907706946,1051,0.0106375310570002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC787172,8143,0.4812286689419795,2344,0.362733354795972,0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0
PC787337,8144,0.37737226277372266,1370,0.0866466969129269,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC787431,8145,0.759927797833935,1108,1.91830968105933e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC787480,8146,0.6155374089604944,9062,0.176120115079428,0,0.0,0.0,0.0,0.0,0.0,65.9,0.0,50.5,106.3
PC787586,8147,0.6666666666666666,1854,4.14512564297372e-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0
PC787594,8148,0.35260003866228495,5173,0.0708714835641003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC787730,8149,0.37768969422423554,1766,0.57820740001253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC787742,8150,0.3411611219830398,1533,0.0562547576812382,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC787786,8151,0.643483709273183,1596,0.13210385597549,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC787841,8152,0.5975327679259831,2594,0.126928353548601,1,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0
PC787865,8153,0.30875975715524717,8071,0.120206045067387,0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0
PC787885,8154,0.3643330876934414,6785,0.137204889626041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC787948,8155,0.3723495526412551,8159,0.160145513927955,0,0.0,0.0,0.0,0.0,0.0,573.5,0.0,0.0,19.0
PC788138,8156,0.5520215633423181,1855,0.075944156498922,1,0.0,0.0,0.0,0.0,0.0,212.7,0.0,0.0,0.0
PC788217,8157,0.357081298477449,3481,0.0716988416642798,0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,57.1
PC788218,8158,0.5190355329949239,1576,0.0142869900741855,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC788575,8159,0.41731409544950054,1802,0.0052267658603289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC788600,8160,0.5302843016069221,1618,0.0436138958521694,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC788629,8161,0.308472553699284,1676,0.0719105083504269,0,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0.0,337.7
PC788711,8162,0.39306736429038586,1529,0.292452496569665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC788910,8163,0.6413678065054211,1199,0.0970944166183472,0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC788920,8164,0.3283656234475907,2013,0.0609920134798425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC788934,8165,0.5592556317335945,1021,0.0185506381094456,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC788980,8166,0.34889643463497455,2356,0.069822479806309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC789058,8167,0.5407554671968191,1006,0.307428359985352,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC789078,8168,0.3437204910292729,2118,0.24556156857831,0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
PC789085,8169,0.6091419023749851,8379,0.0652859792691588,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8,268.1
PC789117,8170,0.5863162664250113,2207,0.0010768181206464,0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,12.7
PC789121,8171,0.619561434041072,25857,0.682272735971464,1,0.0,0.0,105.8,0.0,0.0,425.7,0.0,312.40000000000003,0.0
PC789162,8172,0.2630085146641438,1057,0.0484990403056145,0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0
PC789221,8173,0.47394296951819076,1017,0.0239055510610342,0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0
PC789395,8174,0.38618103910016066,1867,5.77334546978896e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC789403,8175,0.3968025160529419,7631,0.0217424402394322,0,0.0,0.0,0.0,0.0,0.0,74.3,0.0,15.9,0.0
PC789525,8176,0.5007556675062972,3970,0.0179384100985167,0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0
PC789543,8177,0.4267810026385224,1516,0.0173356219153055,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC789668,8178,0.6038732394366197,1136,0.0001955536572495,0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0
PC789775,8179,0.6530665280665281,3848,0.0039747657972653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.2,0.0
PC789937,8180,0.5224049914917753,3526,0.407599777388965,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC789941,8181,0.40338427947598254,1832,0.0115960218275665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC789956,8182,0.33250743310208125,2018,0.471177493793405,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC790009,8183,0.3344226579520697,1836,0.217722985869139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC790060,8184,0.29347826086956524,1196,0.0123600857332349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC790184,8185,0.3062977099236641,1048,0.389606416225433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6
PC790242,8186,0.3596187175043328,3462,0.262773104670556,0,0.0,0.0,0.0,0.0,0.0,31.5,54.5,0.0,0.0
PC790296,8187,0.32471264367816094,1044,0.287097841501236,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC790383,8188,0.3196443691786621,4724,0.236777392524365,0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0
PC790398,8189,0.3489984591679507,1298,0.24526519478745,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC790527,8190,0.3583776595744681,3008,0.101903725019161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,0.0
PC790577,8191,0.3259493670886076,1580,0.154108751423751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC790607,8192,0.37446947437153116,3063,0.0456636482877082,0,0.0,0.0,0.0,0.0,0.0,108.9,0.0,0.0,0.0
PC790795,8193,0.378328173374613,1615,0.0131900027486562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC790866,8194,0.3463706835799859,2838,0.0329388024848561,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC790978,8195,0.3473095737246681,1431,0.115945726945465,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC791025,8196,0.6306038426349497,4372,0.0109685335217993,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,0.0
PC791181,8197,0.5578344419807835,5412,0.578636653671772,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC791284,8198,0.41198501872659177,1068,2.98466129606823e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC791379,8199,0.34462151394422313,1004,0.0071455845609307,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC791385,8200,0.5760208514335361,1151,0.0607663951814175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC791448,8201,0.45921696574225124,1226,0.362592807601755,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC791546,8202,0.40411522633744856,1215,0.0057750003711308,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC791655,8203,0.43848288621646625,1081,0.569693326950073,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC791766,8204,0.3075697211155379,1255,0.0508216427141926,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
PC792092,8205,0.2650130548302872,3064,0.200535294957284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC792194,8206,0.4135044642857143,3584,0.216811527209107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC792304,8207,0.5485714285714286,1050,0.0564653724431992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC792355,8208,0.3852779953014879,1277,0.118766383795226,0,0.0,0.0,0.0,0.0,0.0,0.0,77.9,0.0,0.0
PC792411,8209,0.6355287326161112,3811,0.187498473952571,0,0.0,0.0,0.0,0.0,0.0,49.4,73.1,0.0,0.0
PC792927,8210,0.29601580507079356,3037,0.364677319246116,1,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
PC792935,8211,0.6291946308724832,1788,0.0074712934047483,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC793088,8212,0.39552238805970147,1340,0.628289433557596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC793103,8213,0.47192716236722304,3954,0.11295638662623,0,0.0,0.0,41.8,0.0,0.0,0.0,0.0,0.0,62.7
PC793108,8214,0.31945022907122034,2401,0.790882303528814,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.5,0.0
PC793193,8215,0.625,6176,0.139105778625202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
PC793297,8216,0.6145408163265306,3920,0.428444053754401,1,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0
PC793392,8217,0.44578696343402224,3145,0.0040237477600029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC793460,8218,0.35106382978723405,1222,0.0169587834279393,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC793591,8219,0.7087740384615384,8320,0.0244315811250999,0,0.0,0.0,13.6,0.0,0.0,831.9000000000001,0.0,0.0,0.0
PC793640,8220,0.3814133591481123,1033,0.0040854248218238,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC793731,8221,0.6859289971495206,3859,0.0025250701819954,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.2,0.0
PC794221,8222,0.6316812439261419,2058,0.0016651060903117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7
PC794292,8223,0.6051916691820103,6626,0.269231260304109,1,14.8,0.0,0.0,20.4,0.0,31.099999999999998,0.0,170.2,0.0
PC794340,8224,0.3466286799620133,1053,0.047058392316103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC794369,8225,0.7095057034220532,1315,0.0722347386323001,0,0.0,0.0,0.0,0.0,0.0,12.6,84.8,0.0,84.7
PC794772,8226,0.4847887940468374,4569,0.082421185273875,0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0
PC794989,8227,0.5587944664031621,2024,0.125903209509294,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC795038,8228,0.48897581792318634,2812,0.347129036954592,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC795130,8229,0.3127136021872864,2926,0.101206868622129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0
PC795183,8230,0.4978902953586498,2370,0.91578269759311,0,0.0,0.0,0.0,0.0,0.0,169.9,623.3,0.0,0.0
PC795210,8231,0.6394422310756972,1506,0.0086015329373429,0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0
PC795321,8232,0.4924385633270321,1058,0.0017861912492662,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.8,0.0
PC795438,8233,0.5481881264456437,1297,0.0279637532985109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC795656,8234,0.597972972972973,1480,0.0175100028313495,1,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0
PC795665,8235,0.5959512837393022,6076,0.0063372848573379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC795717,8236,0.45015005001667224,2999,0.0410199808941241,0,0.0,0.0,0.0,0.0,0.0,215.1,0.0,0.0,0.0
PC795730,8237,0.4560260586319218,1228,0.0879912969537977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC796035,8238,0.3879763469119579,6088,0.233842174205611,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0
PC796040,8239,0.3661127758104059,3671,0.128147974257182,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC796214,8240,0.32196162046908317,1407,0.548340232451079,0,0.0,0.0,0.0,0.0,0.0,54.1,0.0,0.0,0.0
PC796348,8241,0.6554164398475776,1837,0.0219601147712315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0
PC796415,8242,0.6000832292967124,2403,0.0059217543547017,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC796745,8243,0.638961038961039,1925,0.0001824396479475,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC796915,8244,0.43683702989392476,1037,0.198578715324402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC796950,8245,0.3680762358546754,1679,0.513413285893156,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC797056,8246,0.49707602339181284,1026,0.0023169165942817,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.4
PC797161,8247,0.5514433752775721,1351,0.064086006713037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,0.0
PC797177,8248,0.4386053562405255,1979,0.01567903232204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC797278,8249,0.8,1030,1.17626996143372e-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC797421,8250,0.48184818481848185,2727,0.0776962989693298,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC797458,8251,0.35062611806797855,1677,0.198262515722746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC797570,8252,0.6453074433656958,1545,0.243827789153868,1,0.0,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0.0
PC797575,8253,0.3740648379052369,1604,0.0382014324986132,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC797777,8254,0.4098746081504702,2552,0.0110061390874294,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC797944,8255,0.6028985507246377,1035,0.0020079815294593,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC798021,8256,0.48055701523909616,3806,0.0184935974842989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC798195,8257,0.45823575331772054,1281,0.124643690831767,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC798232,8258,0.5748647023451593,1663,0.0307707951722809,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC798257,8259,0.2795653990806519,2393,0.215973093537509,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0
PC798367,8260,0.7609756097560976,3280,0.0014431596655135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC798424,8261,0.6185609157808667,7338,0.0705814978141316,0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,461.9,0.0
PC798611,8262,0.4431818181818182,1760,0.0029616796792569,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC798636,8263,0.43855421686746987,1245,0.0325978834585971,0,0.0,0.0,0.0,0.0,0.0,302.1,0.0,0.0,0.0
PC798649,8264,0.5712300208478109,1439,0.650417327715175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.2,0.0
PC798792,8265,0.483402489626556,1446,0.532965196366132,1,0.0,0.0,0.0,0.0,0.0,67.8,0.0,0.0,10.6
PC798873,8266,0.3601041892771869,4607,0.111663463183228,0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0
PC798890,8267,0.32986767485822305,3174,0.131702656415775,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC798907,8268,0.5233463035019456,2570,0.0470628173956611,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC798947,8269,0.35772870662460565,1585,0.66870217349627,0,0.0,0.0,0.0,0.0,0.0,144.9,0.0,0.0,0.0
PC798985,8270,0.4700402819738167,3972,0.0102067487244002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC798986,8271,0.3385135135135135,1480,0.240437929694717,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC799033,8272,0.4221276595744681,1175,0.003900725627318,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC799038,8273,0.2934202726733847,1687,0.036696933020816,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9
PC799066,8274,0.5322033898305085,1475,0.0066377305488844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC799109,8275,0.5528169014084507,1988,0.29617021917937,1,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0
PC799138,8276,0.6846207135434708,5774,0.0199401537577721,0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.0,0.0
PC799214,8277,0.36788227767114523,1563,0.0273647867554295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0
PC799222,8278,0.38729259409146094,2471,0.206686449383782,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC799335,8279,0.5980593607305936,8760,0.0414073087080963,0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,578.8000000000001,0.0
PC799346,8280,0.4257142857142857,1400,0.243849839482989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC799457,8281,0.42787583688374925,1643,0.358677050406006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.7
PC799485,8282,0.40383048084759576,2454,0.180928154358946,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0
PC799713,8283,0.6281221091581869,1081,0.0014485761057585,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC799727,8284,0.3893437759582295,8427,0.276537642370937,0,0.0,0.0,0.0,0.0,0.0,37.7,0.0,525.7,117.8
PC800095,8285,0.43502032805271273,7133,0.0987108780800666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0
PC800185,8286,0.6035429141716567,4008,0.0481600984742776,0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC800338,8287,0.34394904458598724,2826,0.0903350755597284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC800370,8288,0.5726375176304654,1418,0.0732937645487624,0,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0
PC800505,8289,0.3618327822390175,2117,0.0121079917047443,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC800685,8290,0.3016317016317016,2145,0.745077136096421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC800694,8291,0.42637540453074435,1236,0.0052538352184341,0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0
PC800939,8292,0.47761194029850745,1407,0.0589074051535841,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801048,8293,0.46564885496183206,1834,0.0013527386116459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801138,8294,0.626741526304845,4809,0.394975715177976,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801174,8295,0.7421155877470952,6627,7.98166943685745e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801266,8296,0.4571686203787196,1109,0.0097225485369563,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801342,8297,0.3958930276981853,2094,0.0100668944487812,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.1,0.0
PC801358,8298,0.3200350723366944,2281,0.263534020274022,1,0.0,0.0,0.0,47.1,0.0,0.0,0.0,0.0,0.0
PC801470,8299,0.37559808612440193,1672,0.321574021612058,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801508,8300,0.6520661157024793,1210,0.0285519958773921,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801526,8301,0.5892857142857143,1232,0.0072690095803881,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801628,8302,0.4073756432246998,2332,0.0281238069511809,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
PC801775,8303,0.43610421836228286,1612,0.36133754508519,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801839,8304,0.38814317673378074,1788,0.0915698711354062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.9,0.0
PC801882,8305,0.4010669253152279,2062,0.763193299594605,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC801900,8306,0.6327985739750446,1122,0.0001849054388003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
